CaseNum,CaseName,mlr,KCC,"Architecture/PV
(kW)",Architecture/G1500,"Architecture/GenLarge
(kW)",Architecture/1kWh LI,"Cost/COE
($)",GenMin
Case3,RichmondVA,80,cfa,18420.20069193553,,4000,16022.0,0.1284635365009308,
Case3,RichmondVA,90,cfa,19382.903760592133,,4000,14187.0,0.12743344902992249,
Case3,RichmondVA,95,cfa,18507.679434063648,,4000,14828.0,0.12721283733844757,
Case3,Sacramento,50,csa,12081.170539927525,,4000,13280.0,0.11792439222335815,
Case3,Sacramento,60,csa,12081.170539927525,,4000,13280.0,0.11792439222335815,
Case3,Sacramento,70,csa,12240.113537208219,,4000,13080.0,0.11784013360738754,
Case3,Sacramento,80,csa,12500.130208333327,,4000,13125.0,0.11794880032539368,
Case3,Sacramento,90,csa,11631.15634344636,,4000,13478.0,0.11756391823291779,
Case3,Sacramento,95,csa,11378.823424543587,,4000,13789.0,0.11770828813314438,
Case3,SouthBendIN,50,dfa,8771.024279797037,4.0,4000,10649.0,0.11076392978429794,
Case3,SouthBendIN,60,dfa,8771.024279797037,4.0,4000,10649.0,0.11076392978429794,
Case3,SouthBendIN,70,dfa,8742.543797229771,4.0,4000,10479.0,0.11066919565200806,
Case3,SouthBendIN,80,dfa,9546.14026638333,4.0,4000,10224.0,0.1108608990907669,
Case3,SouthBendIN,90,dfa,9145.983274265951,4.0,4000,9564.0,0.11017242074012756,
Case3,SouthBendIN,95,dfa,8888.25378388801,4.0,4000,9495.0,0.10992357134819031,
Case3,Syracuse,50,dfb,19225.12966872634,2.0,4000,11990.0,0.12902763485908508,
Case3,Syracuse,60,dfb,19225.12966872634,2.0,4000,11990.0,0.12902763485908508,
Case3,Syracuse,70,dfb,18830.796416128425,3.0,4000,11402.0,0.12844102084636688,
Case3,Syracuse,80,dfb,18163.48066178423,3.0,4000,12219.0,0.12798379361629486,
Case3,Syracuse,90,dfb,12007.215845326584,5.0,4000,13408.0,0.12668654322624207,
Case3,Syracuse,95,dfb,13558.02287719294,3.0,4000,14781.0,0.12503916025161743,
Case3,TexasOil,50,bsh,10384.525686215351,4.0,3000,19651.0,0.10310416668653488,
Case3,TexasOil,60,bsh,10384.525686215351,4.0,3000,19651.0,0.10310416668653488,
Case3,TexasOil,70,bsh,10384.525686215351,4.0,3000,19651.0,0.10310285538434982,
Case3,TexasOil,80,bsh,11141.217588981397,4.0,3000,18804.0,0.10292623192071915,
Case3,TexasOil,90,bsh,11074.704114966824,4.0,3000,18531.0,0.10256686061620712,
Case3,TexasOil,95,bsh,9870.410429499998,5.0,3000,17678.0,0.10252317786216736,
Case3,UPMich,50,dfb,9721.977735892566,5.0,4000,12136.0,0.11571180075407028,
Case3,UPMich,60,dfb,9721.977735892566,5.0,4000,12136.0,0.11571180075407028,
Case3,UPMich,70,dfb,9964.908069020457,5.0,4000,11759.0,0.11567212641239166,
Case3,UPMich,80,dfb,9003.97299274725,4.0,4000,14311.0,0.11505861580371857,
Case3,UPMich,90,dfb,9764.470338600368,5.0,4000,11085.0,0.11496385931968689,
Case3,UPMich,95,dfb,9145.937458027789,4.0,4000,12411.0,0.11412458121776581,
Case3,VegasNV,50,bwh,9611.743061859022,2.0,4000,11139.0,0.11492789536714554,
Case3,VegasNV,60,bwh,9611.743061859022,2.0,4000,11139.0,0.11492789536714554,
Case3,VegasNV,70,bwh,9987.95579618718,2.0,4000,10973.0,0.11497913300991058,
Case3,VegasNV,80,bwh,9998.272325368105,2.0,4000,10468.0,0.11424853652715683,
Case3,VegasNV,90,bwh,8967.037233752093,2.0,4000,10929.0,0.113679900765419,
Case3,VegasNV,95,bwh,9810.828063320047,2.0,4000,10493.0,0.11373888701200485,
Case3,WadenaMN,50,dfa,13641.294398559576,4.0,3000,19963.0,0.10681885480880737,
Case3,WadenaMN,60,dfa,13641.294398559576,4.0,3000,19963.0,0.10681885480880737,
Case3,WadenaMN,70,dfa,7045.422883829539,4.0,4000,6078.0,0.10678233206272125,
Case3,WadenaMN,80,dfa,13274.272987175467,4.0,3000,19826.0,0.10629064589738846,
Case3,WadenaMN,90,dfa,6485.856398397768,4.0,4000,5374.0,0.10607777535915375,
Case3,WadenaMN,95,dfa,12488.185507451504,4.0,3000,20144.0,0.105814129114151,
Case3,YumaAZ,50,bwh,10727.239292415772,2.0,4000,10350.0,0.11606812477111816,
Case3,YumaAZ,60,bwh,10727.239292415772,2.0,4000,10350.0,0.11606812477111816,
Case3,YumaAZ,70,bwh,11405.83844999848,2.0,4000,10262.0,0.11643514037132263,
Case3,YumaAZ,80,bwh,10900.107513734984,2.0,4000,10310.0,0.11574716866016388,
Case3,YumaAZ,90,bwh,9837.243118970418,2.0,4000,11131.0,0.11543837934732437,
Case3,YumaAZ,95,bwh,10522.142107873278,2.0,4000,10557.0,0.11521505564451218,
Case4,Anchorage,50,dfc,21000.218749999996,,4000,27500.0,0.2015632688999176,
Case4,Anchorage,60,dfc,21000.218749999996,,4000,27500.0,0.2015632688999176,
Case4,Anchorage,70,dfc,21000.218749999996,,4000,27500.0,0.2015632688999176,
Case4,Anchorage,80,dfc,21000.218749999996,,4000,27500.0,0.2015632688999176,
Case4,Anchorage,90,dfc,21000.218749999996,,4000,27500.0,0.2015632688999176,
Case4,Anchorage,95,dfc,21000.218749999996,,4000,27500.0,0.2015632688999176,
Case4,Ashland,50,dfb,28267.444075218933,8.0,3000,32379.0,0.17195546627044678,
Case4,Ashland,60,dfb,28267.444075218933,8.0,3000,32379.0,0.17195546627044678,
Case4,Ashland,70,dfb,28267.444075218933,8.0,3000,32379.0,0.17195546627044678,
Case4,Ashland,80,dfb,28267.444075218933,8.0,3000,32379.0,0.17195546627044678,
Case4,Ashland,90,dfb,28267.444075218933,8.0,3000,32379.0,0.17195546627044678,
Case4,Ashland,95,dfb,28267.444075218933,8.0,3000,32379.0,0.17195546627044678,
Case4,AtlantaGA,50,cfa,14683.40901181532,3.0,4000,26473.0,0.18931074440479279,
Case4,AtlantaGA,60,cfa,14683.40901181532,3.0,4000,26473.0,0.18931074440479279,
Case4,AtlantaGA,70,cfa,14683.40901181532,3.0,4000,26473.0,0.18931074440479279,
Case4,AtlantaGA,80,cfa,14683.40901181532,3.0,4000,26473.0,0.18931074440479279,
Case4,AtlantaGA,90,cfa,14683.40901181532,3.0,4000,26473.0,0.18931074440479279,
Case4,AtlantaGA,95,cfa,14683.40901181532,3.0,4000,26473.0,0.18931074440479279,
Case4,BangorME,50,dfb,14034.944806671929,5.0,4000,27169.0,0.19338616728782654,
Case4,BangorME,60,dfb,14034.944806671929,5.0,4000,27169.0,0.19338616728782654,
Case4,BangorME,70,dfb,14034.944806671929,5.0,4000,27169.0,0.19338616728782654,
Case4,BangorME,80,dfb,14034.944806671929,5.0,4000,27169.0,0.19338616728782654,
Case4,BangorME,90,dfb,14034.944806671929,5.0,4000,27169.0,0.19338616728782654,
Case4,BangorME,95,dfb,14034.944806671929,5.0,4000,27169.0,0.19338616728782654,
Case4,BendOre,50,bsk,23435.415416202417,4.0,3000,39376.0,0.17010614275932312,
Case4,BendOre,60,bsk,23435.415416202417,4.0,3000,39376.0,0.17010614275932312,
Case4,BendOre,70,bsk,23435.415416202417,4.0,3000,39376.0,0.17010614275932312,
Case4,BendOre,80,bsk,23435.415416202417,4.0,3000,39376.0,0.17010614275932312,
Case4,BendOre,90,bsk,23435.415416202417,4.0,3000,39376.0,0.17010614275932312,
Case4,BendOre,95,bsk,23435.415416202417,4.0,3000,39376.0,0.17010614275932312,
Case4,BentonCountyOregon,50,csb,14450.150520833333,,4000,23063.0,0.19065311551094055,
Case4,BentonCountyOregon,60,csb,14450.150520833333,,4000,23063.0,0.19065311551094055,
Case4,BentonCountyOregon,70,csb,14450.150520833333,,4000,23063.0,0.19065311551094055,
Case4,BentonCountyOregon,80,csb,14450.150520833333,,4000,23063.0,0.19065311551094055,
Case4,BentonCountyOregon,90,csb,14450.150520833333,,4000,23063.0,0.19065311551094055,
Case4,BentonCountyOregon,95,csb,14450.150520833333,,4000,23063.0,0.19065311551094055,
Case4,BirminghamAL,50,cfa,17155.188508488664,,4000,26542.0,0.190834641456604,
Case4,BirminghamAL,60,cfa,17155.188508488664,,4000,26542.0,0.190834641456604,
Case4,BirminghamAL,70,cfa,17155.188508488664,,4000,26542.0,0.190834641456604,
Case4,BirminghamAL,80,cfa,17155.188508488664,,4000,26542.0,0.190834641456604,
Case4,BirminghamAL,90,cfa,17155.188508488664,,4000,26542.0,0.190834641456604,
Case4,BirminghamAL,95,cfa,17155.188508488664,,4000,26542.0,0.190834641456604,
Case4,BismarckND,50,dfb,10268.381378416248,7.0,3000.0,24746.0,0.13836482167243958,
Case4,BismarckND,60,dfb,10268.381378416248,7.0,3000.0,24746.0,0.13836482167243958,
Case4,BismarckND,70,dfb,10268.381378416248,7.0,3000.0,24746.0,0.13836482167243958,
Case4,BismarckND,80,dfb,10268.381378416248,7.0,3000.0,24746.0,0.13836482167243958,
Case4,BismarckND,90,dfb,10268.381378416248,7.0,3000.0,24746.0,0.13836482167243958,
Case4,BismarckND,95,dfb,10268.381378416248,7.0,3000.0,24746.0,0.13836482167243958,
Case4,BlaineCountyMontan,50,abs,11619.587306941181,7.0,3000,25729.0,0.14025355875492096,
Case4,BlaineCountyMontan,60,abs,11619.587306941181,7.0,3000,25729.0,0.14025355875492096,
Case4,BlaineCountyMontan,70,abs,11619.587306941181,7.0,3000,25729.0,0.14025355875492096,
Case4,BlaineCountyMontan,80,abs,11619.587306941181,7.0,3000,25729.0,0.14025355875492096,
Case4,BlaineCountyMontan,90,abs,11619.587306941181,7.0,3000,25729.0,0.14025355875492096,
Case4,BlaineCountyMontan,95,abs,11619.587306941181,7.0,3000,25729.0,0.14025355875492096,
Case4,BoiseID,50,bsk,23312.75381082384,3.0,3000,42329.0,0.17220598459243774,
Case4,BoiseID,60,bsk,23312.75381082384,3.0,3000,42329.0,0.17220598459243774,
Case4,BoiseID,70,bsk,23312.75381082384,3.0,3000,42329.0,0.17220598459243774,
Case4,BoiseID,80,bsk,23312.75381082384,3.0,3000,42329.0,0.17220598459243774,
Case4,BoiseID,90,bsk,23312.75381082384,3.0,3000,42329.0,0.17220598459243774,
Case4,BoiseID,95,bsk,23312.75381082384,3.0,3000,42329.0,0.17220598459243774,
Case4,BrewsterMA,50,dfb,14970.518905368246,6.0,3000,28208.0,0.13913924992084503,
Case4,BrewsterMA,60,dfb,14970.518905368246,6.0,3000,28208.0,0.13913924992084503,
Case4,BrewsterMA,70,dfb,14970.518905368246,6.0,3000,28208.0,0.13913924992084503,
Case4,BrewsterMA,80,dfb,14970.518905368246,6.0,3000,28208.0,0.13913924992084503,
Case4,BrewsterMA,90,dfb,14970.518905368246,6.0,3000,28208.0,0.13913924992084503,
Case4,BrewsterMA,95,dfb,14970.518905368246,6.0,3000,28208.0,0.13913924992084503,
Case4,BurlingtonVT,50,dfa,16896.5120876814,3.0,4000,25238.0,0.1950893998146057,
Case4,BurlingtonVT,60,dfa,16896.5120876814,3.0,4000,25238.0,0.1950893998146057,
Case4,BurlingtonVT,70,dfa,16896.5120876814,3.0,4000,25238.0,0.1950893998146057,
Case4,BurlingtonVT,80,dfa,16896.5120876814,3.0,4000,25238.0,0.1950893998146057,
Case4,BurlingtonVT,90,dfa,16896.5120876814,3.0,4000,25238.0,0.1950893998146057,
Case4,BurlingtonVT,95,dfa,16896.5120876814,3.0,4000,25238.0,0.1950893998146057,
Case4,Buttonwillow,50,bwk,24962.513616082644,1.0,3000,31328.0,0.16888584196567535,
Case4,Buttonwillow,60,bwk,24962.513616082644,1.0,3000,31328.0,0.16888584196567535,
Case4,Buttonwillow,70,bwk,24962.513616082644,1.0,3000,31328.0,0.16888584196567535,
Case4,Buttonwillow,80,bwk,24962.513616082644,1.0,3000,31328.0,0.16888584196567535,
Case4,Buttonwillow,90,bwk,24962.513616082644,1.0,3000,31328.0,0.16888584196567535,
Case4,Buttonwillow,95,bwk,24962.513616082644,1.0,3000,31328.0,0.16888584196567535,
Case4,CarsonCityNV,50,bsk,34902.30250906848,2.0,3000,37792.0,0.18536223471164703,
Case4,CarsonCityNV,60,bsk,34902.30250906848,2.0,3000,37792.0,0.18536223471164703,
Case4,CarsonCityNV,70,bsk,34902.30250906848,2.0,3000,37792.0,0.18536223471164703,
Case4,CarsonCityNV,80,bsk,34902.30250906848,2.0,3000,37792.0,0.18536223471164703,
Case4,CarsonCityNV,90,bsk,34902.30250906848,2.0,3000,37792.0,0.18536223471164703,
Case4,CarsonCityNV,95,bsk,34902.30250906848,2.0,3000,37792.0,0.18536223471164703,
Case4,CheyenneWY,50,bsk,13982.49194637226,4.0,3000.0,30347.0,0.13706357777118683,
Case4,CheyenneWY,60,bsk,13982.49194637226,4.0,3000.0,30347.0,0.13706357777118683,
Case4,CheyenneWY,70,bsk,13982.49194637226,4.0,3000.0,30347.0,0.13706357777118683,
Case4,CheyenneWY,80,bsk,13982.49194637226,4.0,3000.0,30347.0,0.13706357777118683,
Case4,CheyenneWY,90,bsk,13982.49194637226,4.0,3000.0,30347.0,0.13706357777118683,
Case4,CheyenneWY,95,bsk,13982.49194637226,4.0,3000.0,30347.0,0.13706357777118683,
Case4,Chicago,50,dfa,25883.68315248468,5.0,3000,28120.0,0.1551062911748886,
Case4,Chicago,60,dfa,25883.68315248468,5.0,3000,28120.0,0.1551062911748886,
Case4,Chicago,70,dfa,25883.68315248468,5.0,3000,28120.0,0.1551062911748886,
Case4,Chicago,80,dfa,25883.68315248468,5.0,3000,28120.0,0.1551062911748886,
Case4,Chicago,90,dfa,25883.68315248468,5.0,3000,28120.0,0.1551062911748886,
Case4,Chicago,95,dfa,25883.68315248468,5.0,3000,28120.0,0.1551062911748886,
Case4,CoalvilleUT,50,dfb,24233.049946207942,4.0,3000,32541.0,0.1726727932691574,
Case4,CoalvilleUT,60,dfb,24233.049946207942,4.0,3000,32541.0,0.1726727932691574,
Case4,CoalvilleUT,70,dfb,24233.049946207942,4.0,3000,32541.0,0.1726727932691574,
Case4,CoalvilleUT,80,dfb,24233.049946207942,4.0,3000,32541.0,0.1726727932691574,
Case4,CoalvilleUT,90,dfb,24233.049946207942,4.0,3000,32541.0,0.1726727932691574,
Case4,CoalvilleUT,95,dfb,24233.049946207942,4.0,3000,32541.0,0.1726727932691574,
Case4,ColumbiaMO,50,cfa,24375.32760589669,7.0,3000,35856.0,0.16869544982910156,
Case4,ColumbiaMO,60,cfa,24375.32760589669,7.0,3000,35856.0,0.16869544982910156,
Case4,ColumbiaMO,70,cfa,24375.32760589669,7.0,3000,35856.0,0.16869544982910156,
Case4,ColumbiaMO,80,cfa,24375.32760589669,7.0,3000,35856.0,0.16869544982910156,
Case4,ColumbiaMO,90,cfa,24375.32760589669,7.0,3000,35856.0,0.16869544982910156,
Case4,ColumbiaMO,95,cfa,24375.32760589669,7.0,3000,35856.0,0.16869544982910156,
Case4,ColumbusOH,50,dfa,32863.03630826473,7.0,3000,38101.0,0.1811380684375763,
Case4,ColumbusOH,60,dfa,32863.03630826473,7.0,3000,38101.0,0.1811380684375763,
Case4,ColumbusOH,70,dfa,32863.03630826473,7.0,3000,38101.0,0.1811380684375763,
Case4,ColumbusOH,80,dfa,32863.03630826473,7.0,3000,38101.0,0.1811380684375763,
Case4,ColumbusOH,90,dfa,32863.03630826473,7.0,3000,38101.0,0.1811380684375763,
Case4,ColumbusOH,95,dfa,32863.03630826473,7.0,3000,38101.0,0.1811380684375763,
Case4,CrestedButteCO,50,dfc,28794.73739614079,4.0,3000,30359.0,0.17231103777885437,
Case4,CrestedButteCO,60,dfc,28794.73739614079,4.0,3000,30359.0,0.17231103777885437,
Case4,CrestedButteCO,70,dfc,28794.73739614079,4.0,3000,30359.0,0.17231103777885437,
Case4,CrestedButteCO,80,dfc,28794.73739614079,4.0,3000,30359.0,0.17231103777885437,
Case4,CrestedButteCO,90,dfc,28794.73739614079,4.0,3000,30359.0,0.17231103777885437,
Case4,CrestedButteCO,95,dfc,28794.73739614079,4.0,3000,30359.0,0.17231103777885437,
Case4,DesMoinesIA,50,dfa,11446.928794015996,6.0,3000,29280.0,0.14123700559139252,
Case4,DesMoinesIA,60,dfa,11446.928794015996,6.0,3000,29280.0,0.14123700559139252,
Case4,DesMoinesIA,70,dfa,11446.928794015996,6.0,3000,29280.0,0.14123700559139252,
Case4,DesMoinesIA,80,dfa,11446.928794015996,6.0,3000,29280.0,0.14123700559139252,
Case4,DesMoinesIA,90,dfa,11446.928794015996,6.0,3000,29280.0,0.14123700559139252,
Case4,DesMoinesIA,95,dfa,11446.928794015996,6.0,3000,29280.0,0.14123700559139252,
Case4,DetroitMI,50,dfa,13706.059640841286,8.0,3000,38748.0,0.15573367476463318,
Case4,DetroitMI,60,dfa,13706.059640841286,8.0,3000,38748.0,0.15573367476463318,
Case4,DetroitMI,70,dfa,13706.059640841286,8.0,3000,38748.0,0.15573367476463318,
Case4,DetroitMI,80,dfa,13706.059640841286,8.0,3000,38748.0,0.15573367476463318,
Case4,DetroitMI,90,dfa,13706.059640841286,8.0,3000,38748.0,0.15573367476463318,
Case4,DetroitMI,95,dfa,13706.059640841286,8.0,3000,38748.0,0.15573367476463318,
Case4,EielsonAFB,50,dfc,20877.983335763824,5.0,4000,18167.0,0.20154334604740143,
Case4,EielsonAFB,60,dfc,20877.983335763824,5.0,4000,18167.0,0.20154334604740143,
Case4,EielsonAFB,70,dfc,20877.983335763824,5.0,4000,18167.0,0.20154334604740143,
Case4,EielsonAFB,80,dfc,20877.983335763824,5.0,4000,18167.0,0.20154334604740143,
Case4,EielsonAFB,90,dfc,20877.983335763824,5.0,4000,18167.0,0.20154334604740143,
Case4,EielsonAFB,95,dfc,20877.983335763824,5.0,4000,18167.0,0.20154334604740143,
Case4,Flagstaff,50,dsb,21866.464153692163,5.0,3000,33917.0,0.16203443706035614,
Case4,Flagstaff,60,dsb,21866.464153692163,5.0,3000,33917.0,0.16203443706035614,
Case4,Flagstaff,70,dsb,21866.464153692163,5.0,3000,33917.0,0.16203443706035614,
Case4,Flagstaff,80,dsb,21866.464153692163,5.0,3000,33917.0,0.16203443706035614,
Case4,Flagstaff,90,dsb,21866.464153692163,5.0,3000,33917.0,0.16203443706035614,
Case4,Flagstaff,95,dsb,21866.464153692163,5.0,3000,33917.0,0.16203443706035614,
Case4,GreatFallsMT,50,bsk,16750.69598966835,8.0,3000,30465.0,0.15262211859226227,
Case4,GreatFallsMT,60,bsk,16750.69598966835,8.0,3000,30465.0,0.15262211859226227,
Case4,GreatFallsMT,70,bsk,16750.69598966835,8.0,3000,30465.0,0.15262211859226227,
Case4,GreatFallsMT,80,bsk,16750.69598966835,8.0,3000,30465.0,0.15262211859226227,
Case4,GreatFallsMT,90,bsk,16750.69598966835,8.0,3000,30465.0,0.15262211859226227,
Case4,GreatFallsMT,95,bsk,16750.69598966835,8.0,3000,30465.0,0.15262211859226227,
Case4,IdahoFalls,50,dfb,16376.509270928927,7.0,3000,37032.0,0.16374239325523376,
Case4,IdahoFalls,60,dfb,16376.509270928927,7.0,3000,37032.0,0.16374239325523376,
Case4,IdahoFalls,70,dfb,16376.509270928927,7.0,3000,37032.0,0.16374239325523376,
Case4,IdahoFalls,80,dfb,16376.509270928927,7.0,3000,37032.0,0.16374239325523376,
Case4,IdahoFalls,90,dfb,16376.509270928927,7.0,3000,37032.0,0.16374239325523376,
Case4,IdahoFalls,95,dfb,16376.509270928927,7.0,3000,37032.0,0.16374239325523376,
Case4,JacksonMS,50,cfa,16750.17447916667,,4000,25312.0,0.18983875215053558,
Case4,JacksonMS,60,cfa,16750.17447916667,,4000,25312.0,0.18983875215053558,
Case4,JacksonMS,70,cfa,16750.17447916667,,4000,25312.0,0.18983875215053558,
Case4,JacksonMS,80,cfa,16750.17447916667,,4000,25312.0,0.18983875215053558,
Case4,JacksonMS,90,cfa,16750.17447916667,,4000,25312.0,0.18983875215053558,
Case4,JacksonMS,95,cfa,16750.17447916667,,4000,25312.0,0.18983875215053558,
Case4,Kauai,50,cfb,16403.562067995816,7.0,2000.0,34650.0,0.13456755876541138,
Case4,Kauai,60,cfb,16403.562067995816,7.0,2000.0,34650.0,0.13456755876541138,
Case4,Kauai,70,cfb,16403.562067995816,7.0,2000.0,34650.0,0.13456755876541138,
Case4,Kauai,80,cfb,16403.562067995816,7.0,2000.0,34650.0,0.13456755876541138,
Case4,Kauai,90,cfb,16403.562067995816,7.0,2000.0,34650.0,0.13456755876541138,
Case4,Kauai,95,cfb,16403.562067995816,7.0,2000.0,34650.0,0.13456755876541138,
Case4,KootenaiCountyID,50,dsb,15608.746056675809,,4000,24634.0,0.1905342936515808,
Case4,KootenaiCountyID,60,dsb,15608.746056675809,,4000,24634.0,0.1905342936515808,
Case4,KootenaiCountyID,70,dsb,15608.746056675809,,4000,24634.0,0.1905342936515808,
Case4,KootenaiCountyID,80,dsb,15608.746056675809,,4000,24634.0,0.1905342936515808,
Case4,KootenaiCountyID,90,dsb,15608.746056675809,,4000,24634.0,0.1905342936515808,
Case4,KootenaiCountyID,95,dsb,15608.746056675809,,4000,24634.0,0.1905342936515808,
Case4,LancasterPA,50,dfa,15130.882679219412,5.0,4000,24340.0,0.18957741558551788,
Case4,LancasterPA,60,dfa,15130.882679219412,5.0,4000,24340.0,0.18957741558551788,
Case4,LancasterPA,70,dfa,15130.882679219412,5.0,4000,24340.0,0.18957741558551788,
Case4,LancasterPA,80,dfa,15130.882679219412,5.0,4000,24340.0,0.18957741558551788,
Case4,LancasterPA,90,dfa,15130.882679219412,5.0,4000,24340.0,0.18957741558551788,
Case4,LancasterPA,95,dfa,15130.882679219412,5.0,4000,24340.0,0.18957741558551788,
Case4,LaredoTX,50,bsh,11799.865641492288,5.0,3000,27701.0,0.14397773146629333,
Case4,LaredoTX,60,bsh,11799.865641492288,5.0,3000,27701.0,0.14397773146629333,
Case4,LaredoTX,70,bsh,11799.865641492288,5.0,3000,27701.0,0.14397773146629333,
Case4,LaredoTX,80,bsh,11799.865641492288,5.0,3000,27701.0,0.14397773146629333,
Case4,LaredoTX,90,bsh,11799.865641492288,5.0,3000,27701.0,0.14397773146629333,
Case4,LaredoTX,95,bsh,11799.865641492288,5.0,3000,27701.0,0.14397773146629333,
Case4,LincolnNE,50,dfa,11793.714295640042,6.0,3000.0,26066.0,0.1389370560646057,
Case4,LincolnNE,60,dfa,11793.714295640042,6.0,3000.0,26066.0,0.1389370560646057,
Case4,LincolnNE,70,dfa,11793.714295640042,6.0,3000.0,26066.0,0.1389370560646057,
Case4,LincolnNE,80,dfa,11793.714295640042,6.0,3000.0,26066.0,0.1389370560646057,
Case4,LincolnNE,90,dfa,11793.714295640042,6.0,3000.0,26066.0,0.1389370560646057,
Case4,LincolnNE,95,dfa,11793.714295640042,6.0,3000.0,26066.0,0.1389370560646057,
Case4,LittleRockAR,50,cfa,32835.75114675165,6.0,3000,34777.0,0.18058210611343384,
Case4,LittleRockAR,60,cfa,32835.75114675165,6.0,3000,34777.0,0.18058210611343384,
Case4,LittleRockAR,70,cfa,32835.75114675165,6.0,3000,34777.0,0.18058210611343384,
Case4,LittleRockAR,80,cfa,32835.75114675165,6.0,3000,34777.0,0.18058210611343384,
Case4,LittleRockAR,90,cfa,32835.75114675165,6.0,3000,34777.0,0.18058210611343384,
Case4,LittleRockAR,95,cfa,32835.75114675165,6.0,3000,34777.0,0.18058210611343384,
Case4,Longview,50,csb,19625.49133192759,,4000,23917.0,0.19698737561702728,
Case4,Longview,60,csb,19625.49133192759,,4000,23917.0,0.19698737561702728,
Case4,Longview,70,csb,19625.49133192759,,4000,23917.0,0.19698737561702728,
Case4,Longview,80,csb,19625.49133192759,,4000,23917.0,0.19698737561702728,
Case4,Longview,90,csb,19625.49133192759,,4000,23917.0,0.19698737561702728,
Case4,Longview,95,csb,19625.49133192759,,4000,23917.0,0.19698737561702728,
Case4,LosAlamosNM,50,dfb,24587.073936629273,5.0,3000,37124.0,0.167387917637825,
Case4,LosAlamosNM,60,dfb,24587.073936629273,5.0,3000,37124.0,0.167387917637825,
Case4,LosAlamosNM,70,dfb,24587.073936629273,5.0,3000,37124.0,0.167387917637825,
Case4,LosAlamosNM,80,dfb,24587.073936629273,5.0,3000,37124.0,0.167387917637825,
Case4,LosAlamosNM,90,dfb,24587.073936629273,5.0,3000,37124.0,0.167387917637825,
Case4,LosAlamosNM,95,dfb,24587.073936629273,5.0,3000,37124.0,0.167387917637825,
Case4,MLR50Everglades,50,am,12066.96840421023,5.0,4000,22994.0,0.17422588169574738,
Case4,MLR50Hilo,50,af,23641.567245700764,7.0,3000,33301.0,0.16766539216041565,
Case4,MLR50Miami,50,af,35047.75848972548,3.0,,80856.0,0.13878802955150604,
Case4,MLR60Everglades,60,am,12066.96840421023,5.0,4000,22994.0,0.17422588169574738,
Case4,MLR60Hilo,60,af,23641.567245700764,7.0,3000,33301.0,0.16766539216041565,
Case4,MLR60Miami,60,af,35047.75848972548,3.0,,80856.0,0.13878802955150604,
Case4,MLR70Everglades,70,am,12066.96840421023,5.0,4000,22994.0,0.17422588169574738,
Case4,MLR70Hilo,70,af,23641.567245700764,7.0,3000,33301.0,0.16766539216041565,
Case4,MLR70Miami,70,af,35047.75848972548,3.0,,80856.0,0.13878802955150604,
Case4,MLR80Everglades,80,am,12066.96840421023,5.0,4000,22994.0,0.17422588169574738,
Case4,MLR80Hilo,80,af,23641.567245700764,7.0,3000,33301.0,0.16766539216041565,
Case4,MLR80Miami,80,af,35047.75848972548,3.0,,80856.0,0.13878802955150604,
Case4,MLR90Everglades,90,am,12066.96840421023,5.0,4000,22994.0,0.17422588169574738,
Case4,MLR90Hilo,90,af,23641.567245700764,7.0,3000,33301.0,0.16766539216041565,
Case4,MLR90Miami,90,af,35047.75848972548,3.0,,80856.0,0.13878802955150604,
Case4,MLR95Everglades,95,am,12066.96840421023,5.0,4000,22994.0,0.17422588169574738,
Case4,MLR95Hilo,95,af,23641.567245700764,7.0,3000,33301.0,0.16766539216041565,
Case4,MLR95Miami,95,af,35047.75848972548,3.0,,80856.0,0.13878802955150604,
Case4,MarlintonWV,50,cfb,19192.47443862431,,4000,26749.0,0.19478103518486023,
Case4,MarlintonWV,60,cfb,19192.47443862431,,4000,26749.0,0.19478103518486023,
Case4,MarlintonWV,70,cfb,19192.47443862431,,4000,26749.0,0.19478103518486023,
Case4,MarlintonWV,80,cfb,19192.47443862431,,4000,26749.0,0.19478103518486023,
Case4,MarlintonWV,90,cfb,19192.47443862431,,4000,26749.0,0.19478103518486023,
Case4,MarlintonWV,95,cfb,19192.47443862431,,4000,26749.0,0.19478103518486023,
Case4,MedfordOR,50,csa,15249.98760816626,,4000,19661.0,0.1863800287246704,
Case4,MedfordOR,60,csa,15249.98760816626,,4000,19661.0,0.1863800287246704,
Case4,MedfordOR,70,csa,15249.98760816626,,4000,19661.0,0.1863800287246704,
Case4,MedfordOR,80,csa,15249.98760816626,,4000,19661.0,0.1863800287246704,
Case4,MedfordOR,90,csa,15249.98760816626,,4000,19661.0,0.1863800287246704,
Case4,MedfordOR,95,csa,15249.98760816626,,4000,19661.0,0.1863800287246704,
Case4,MemphisTN,50,cfa,25570.09411434711,7.0,3000,29013.0,0.16326700150966644,
Case4,MemphisTN,60,cfa,25570.09411434711,7.0,3000,29013.0,0.16326700150966644,
Case4,MemphisTN,70,cfa,25570.09411434711,7.0,3000,29013.0,0.16326700150966644,
Case4,MemphisTN,80,cfa,25570.09411434711,7.0,3000,29013.0,0.16326700150966644,
Case4,MemphisTN,90,cfa,25570.09411434711,7.0,3000,29013.0,0.16326700150966644,
Case4,MemphisTN,95,cfa,25570.09411434711,7.0,3000,29013.0,0.16326700150966644,
Case4,MobileAL,50,cfa,14924.468531300823,4.0,4000,25191.0,0.1885417401790619,
